lat,lon,uniform_street_count
41.1499575,-8.6140445,0.5
41.1499243,-8.6148066,0.7857142857142857
41.148259900000006,-8.614397000000002,0.5
41.15012020000001,-8.6147925,0.5
41.1482774,-8.613128,0.5
41.14786509999999,-8.614505500000002,0.7857142857142857
41.15092589999999,-8.6147127,0.7857142857142857
41.1507303,-8.6142915,0.7857142857142857
41.152994,-8.6120177,0.5
41.1522982,-8.6108785,0.5
41.1502687,-8.6120989,0.7857142857142857
41.1518487,-8.6101425,0.7857142857142857
41.1488008,-8.6121386,0.5
41.15008550000001,-8.612891500000002,0.5
41.153597,-8.6119957,0.5
41.15357949999999,-8.611451,0.5
41.153584200000005,-8.6111483,0.5
41.1535186,-8.6111488,0.5
41.1479515,-8.6121592,0.8214285714285714
41.14806410000185,-8.612306799988858,0.5
41.1471763,-8.6121861,0.7857142857142857
41.14820379999999,-8.6121527,0.5
41.1481507,-8.6131406,0.5
41.1482679,-8.6129898,0.5
41.147547800000005,-8.613368200000002,0.7857142857142857
41.147870150000095,-8.611289500001075,0.8214285714285714
41.14704,-8.6114558,0.5
41.1476261,-8.6109827,0.5
41.14784259999999,-8.6109422,0.7857142857142857
41.149230200001476,-8.610431800008435,0.8214285714285714
41.1491616,-8.610279,0.5
41.14961499999998,-8.6103432,0.5
41.14964929999999,-8.6102157,0.5
41.14935159793108,-8.611217048300887,0.8214285714285714
41.14599040000001,-8.6122352,0.7857142857142857
41.14604339999999,-8.6116329,0.5
41.145401,-8.612061,0.5
41.14605290000001,-8.6113145,0.5
41.14509805000044,-8.611864849997655,0.125
41.14504209999999,-8.6124637,0.5
41.1501886,-8.616886,0.5
41.149558799999994,-8.6165772,0.5
41.15006619999999,-8.6177711,0.5
41.149289300000014,-8.616443800000003,0.5
41.149954900000004,-8.6185605,0.5
41.1496431,-8.6208752,0.7857142857142857
41.1515884,-8.6176123,0.5
41.1512932,-8.6187819,0.5
41.1506825,-8.6171403,0.5
41.150709,-8.6210956,0.7857142857142857
41.15138700000415,-8.615340350009918,0.8214285714285714
41.15167910000001,-8.6212767,0.5
41.150219199999995,-8.6230542,0.7857142857142857
41.1526088,-8.6207549,0.7857142857142857
41.1506749,-8.6231422,0.7857142857142857
41.14936740000001,-8.6229257,0.7857142857142857
41.150097899999984,-8.6239048,0.5
41.1532264,-8.6209837,0.5
41.1524145,-8.6192752,0.5
41.15051510000001,-8.6234539,0.5
41.1508608,-8.6231877,0.125
41.14857040001402,-8.622736700006886,0.125
41.1491135,-8.6247961,0.5
41.1499068,-8.6240865,0.5
41.14777049999999,-8.6226639,0.5
41.14860780000785,-8.62514684998742,0.7857142857142857
41.149989700000006,-8.6209479,0.5
41.1487092,-8.6206842,0.5
41.1483527,-8.6196183,0.5
41.1506273,-8.6236499,0.5
41.15089059999999,-8.6233891,0.125
41.1524856,-8.618069100000001,0.5
41.1525907,-8.6169171,0.5
41.1522349,-8.6179509,0.5
41.15268965001003,-8.615749300002596,0.5
41.15245949999999,-8.6169009,0.5
41.15520179999999,-8.6189007,0.7857142857142857
41.1543025,-8.614016,0.5
41.154976199999986,-8.6189937,0.5
41.15416419999999,-8.6133083,0.5
41.15434290000001,-8.6187643,0.5
41.1537385,-8.6132636,0.7857142857142857
41.1538357,-8.6120253,0.5
41.152871899999994,-8.6135935,0.5
41.154924,-8.6120012,0.5
41.154823,-8.6209435,0.5
41.14818785000101,-8.62418445000532,0.7857142857142857
41.14763729999999,-8.6221516,0.5
41.14828965000144,-8.624391699998203,0.7857142857142857
41.14732149999999,-8.6246849,0.5
41.148068,-8.6245178,0.5
41.1474668,-8.6222445,0.5
41.14736289999998,-8.6206422,0.5
41.14744949999999,-8.6203514,0.5
41.14719240000025,-8.620413949997499,0.8214285714285714
41.146590999999994,-8.619923,0.5
41.146956599999996,-8.6203104,0.5
41.1460251488414,-8.62018306243603,0.8571428571428571
41.1502945,-8.613097600000001,0.5
41.151669300000016,-8.6138497,0.5
41.15153690000001,-8.6146699,0.5
41.149159499999996,-8.6149639,0.5
41.1485969,-8.6156082,0.5
41.1482473,-8.6160034,0.7857142857142857
41.1479648,-8.6159944,0.5
41.14824240000001,-8.615793,0.8214285714285714
41.152917599999995,-8.6240719,0.5
41.15317180000001,-8.6244855,0.5
41.152802,-8.6229114,0.5
41.15373459999999,-8.6254273,0.5
41.15278000000001,-8.6245574,0.5
41.153346400000004,-8.6231357,0.5
41.155197599999994,-8.6100477,0.7857142857142857
41.15422230000001,-8.610056950000102,0.7857142857142857
41.1552219,-8.6119092,0.5
41.1556591,-8.610038,0.7857142857142857
41.15417149999999,-8.6097537,0.5
41.15361935001245,-8.610008799999374,0.8571428571428571
41.1557432,-8.611899,0.5
41.157254,-8.6099838,0.7857142857142857
41.15137419999999,-8.6105064,0.5
41.151108799999996,-8.6107099,0.5
41.15095970000001,-8.6067219,0.7857142857142857
41.150683300000004,-8.6068677,0.5
41.15186359999999,-8.6061881,0.5
41.15010060000001,-8.6071805,0.7857142857142857
41.1520981,-8.6060507,0.7857142857142857
41.1511073,-8.6073894,0.5
41.15041589999999,-8.607671400000001,0.125
41.150227099999995,-8.6077498,0.5
41.15048490000001,-8.6089109,0.7857142857142857
41.15014391129665,-8.609435714368962,0.7857142857142857
41.1506438,-8.609523600000001,0.5
41.150673899999994,-8.6096418,0.5
41.1494714,-8.6095185,0.5
41.1497835,-8.605782,0.7857142857142857
41.150510100000005,-8.605527,0.5
41.148317799999994,-8.6063294,0.7857142857142857
41.149919999999995,-8.6063691,0.5
41.1496976,-8.6053983,0.5
41.150415599999995,-8.6050647,0.5
41.147927299999985,-8.6049579,0.5
41.14852989999999,-8.6070875,0.5
41.14952410417153,-8.60464871807471,0.125
41.15094490000001,-8.6042501,0.7857142857142857
41.15095000000001,-8.6048091,0.5
